0.0, 20.0, 20.0, 1, 0, 0, 0, 0, 0, 0, 0, 0
0.01, 19.98, 19.98, 1, 0, 0, 1, 0, 1, 0, 0, 0
0.520766, 18.9846, 19.0977, 0, 0, 1, 1, 0, 0, 1, 0, 0
1.99069, 16.3882, 31.8401, 1, 0, 0, 1, 0, 1, 0, 0, 0
3.21864, 14.4936, 28.272, 0, 0, 1, 1, 0, 0, 1, 0, 0
5.55751, 11.4696, 45.8211, 1, 0, 0, 1, 0, 1, 0, 0, 0
6.39464, 10.6631, 42.1397, 0, 1, 0, 0, 1, 1, 0, 0, 0
6.7759, 14.4523, 40.5626, 1, 0, 0, 1, 0, 1, 0, 0, 0
7.20955, 13.9512, 38.8403, 0, 1, 0, 0, 1, 1, 0, 0, 0
7.31398, 14.8636, 38.4366, 1, 0, 0, 1, 0, 1, 0, 0, 0
8.18725, 13.6201, 35.3322, 0, 0, 1, 1, 0, 0, 1, 0, 0
12.1854, 9.1297, 60.2622, 1, 0, 0, 1, 0, 1, 0, 0, 0
14.1276, 7.63229, 49.6196, 0, 1, 0, 0, 1, 1, 0, 0, 0
16.0449, 26.2472, 40.9585, 1, 0, 0, 1, 0, 1, 0, 0, 0
16.6134, 24.796, 38.7935, 0, 0, 1, 1, 0, 0, 1, 0, 0
17.3433, 23.0497, 42.9843, 1, 0, 0, 1, 0, 1, 0, 0, 0
18.9607, 19.6994, 36.5622, 0, 1, 0, 0, 1, 1, 0, 0, 0
19.4721, 23.2837, 34.7385, 1, 0, 0, 1, 0, 1, 0, 0, 0
19.6841, 22.9063, 34.0095, 0, 1, 0, 0, 1, 1, 0, 0, 0
20.15, 26.8176, 32.4604, 1, 0, 0, 1, 0, 1, 0, 0, 0
21.5099, 23.4063, 28.4304, 0, 0, 1, 1, 0, 0, 1, 0, 0
23.5033, 19.1741, 41.1226, 1, 0, 0, 1, 0, 1, 0, 0, 0
24.7544, 17.0199, 36.2846, 0, 1, 0, 0, 1, 1, 0, 0, 0
24.8323, 17.5745, 36.0028, 1, 0, 0, 1, 0, 1, 0, 0, 0
26.1675, 15.4955, 31.5007, 0, 1, 0, 0, 1, 1, 0, 0, 0
26.6427, 20.1659, 30.0381, 1, 0, 0, 1, 0, 1, 0, 0, 0
27.7817, 18.0855, 26.8029, 0, 1, 0, 0, 1, 1, 0, 0, 0
28.1673, 20.773, 25.7886, 1, 0, 0, 1, 0, 1, 0, 0, 0
28.307, 20.5828, 25.4305, 0, 1, 0, 0, 1, 1, 0, 0, 0
29.3711, 28.3329, 22.8624, 1, 0, 0, 1, 0, 1, 0, 0, 0
30.5697, 25.1311, 20.3759, 0, 0, 1, 1, 0, 0, 1, 0, 0
31.138, 23.7418, 24.5217, 1, 0, 0, 1, 0, 1, 0, 0, 0
33.1108, 19.4892, 20.2259, 0, 0, 1, 1, 0, 0, 1, 0, 0
34.6691, 16.6757, 31.1495, 1, 0, 0, 1, 0, 1, 0, 0, 0
36.4809, 14.0018, 25.9852, 0, 1, 0, 0, 1, 1, 0, 0, 0
36.8446, 16.6548, 25.0566, 1, 0, 0, 1, 0, 1, 0, 0, 0
37.3901, 15.8603, 23.7257, 0, 1, 0, 0, 1, 1, 0, 0, 0
37.5226, 16.7487, 23.4133, 1, 0, 0, 1, 0, 1, 0, 0, 0
38.9165, 14.5684, 20.4604, 0, 0, 1, 1, 0, 0, 1, 0, 0
39.5638, 13.6549, 25.0314, 1, 0, 0, 1, 0, 1, 0, 0, 0
41.5032, 11.338, 20.6167, 0, 1, 0, 0, 1, 1, 0, 0, 0
41.8296, 13.8193, 19.9542, 1, 0, 0, 1, 0, 1, 0, 0, 0
42.7825, 12.6538, 18.1397, 0, 1, 0, 0, 1, 1, 0, 0, 0
43.2208, 15.9297, 17.3614, 1, 0, 0, 1, 0, 1, 0, 0, 0
44.4661, 14.1644, 15.3277, 0, 1, 0, 0, 1, 1, 0, 0, 0
44.5052, 14.4013, 15.2679, 1, 0, 0, 1, 0, 1, 0, 0, 0
44.6045, 14.259, 15.2119, 0, 0, 1, 1, 0, 0, 1, 0, 0
45.9059, 12.5181, 24.8605, 1, 0, 0, 1, 0, 1, 0, 0, 0
46.1392, 12.2293, 24.4043, 0, 0, 1, 1, 0, 0, 1, 0, 0
47.6247, 10.5404, 37.131, 1, 0, 0, 1, 0, 1, 0, 0, 0
0.0, 20.0, 20.0, 1, 0, 0, 0, 0, 0, 0, 0, 0
0.01, 19.98, 19.98, 1, 0, 0, 1, 0, 1, 0, 0, 0
0.0212046, 19.9576, 19.9576, 1, 0, 0, 0, 0, 1, 0, 0, 0
0.0312046, 20.0351, 19.9377, 0, 1, 0, 0, 1, 1, 0, 0, 0
1.16835, 28.2646, 17.7936, 1, 0, 0, 1, 0, 1, 0, 0, 0
2.95331, 23.7566, 14.8835, 0, 1, 0, 0, 1, 1, 0, 0, 0
3.15672, 25.473, 14.5837, 1, 0, 0, 1, 0, 1, 0, 0, 0
4.17513, 23.0053, 13.2701, 0, 0, 1, 1, 0, 0, 1, 0, 0
4.92832, 21.3354, 19.4088, 1, 0, 0, 1, 0, 1, 0, 0, 0
6.9097, 17.4988, 16.0314, 0, 0, 1, 1, 0, 0, 1, 0, 0
7.24558, 16.9205, 19.1143, 1, 0, 0, 1, 0, 1, 0, 0, 0
